,Filepath,Sequence,Frame,Set
426,/home/admin/data/esmart_wip/20210630_055611_7281.jpg,20210630055611,7281,train
427,/home/admin/data/esmart_wip/20210630_055611_7338.jpg,20210630055611,7338,train
428,/home/admin/data/esmart_wip/20210630_055611_7422.jpg,20210630055611,7422,train
429,/home/admin/data/esmart_wip/20210630_055611_7620.jpg,20210630055611,7620,train
430,/home/admin/data/esmart_wip/20210630_055611_786.jpg,20210630055611,786,train
432,/home/admin/data/esmart_wip/20210630_055611_792.jpg,20210630055611,792,train
433,/home/admin/data/esmart_wip/20210630_055611_798.jpg,20210630055611,798,train
434,/home/admin/data/esmart_wip/20210630_055611_8064.jpg,20210630055611,8064,train
437,/home/admin/data/esmart_wip/20210630_055611_8928.jpg,20210630055611,8928,train
438,/home/admin/data/esmart_wip/20210630_055611_9528.jpg,20210630055611,9528,train
440,/home/admin/data/esmart_wip/20210630_055611_9783.jpg,20210630055611,9783,train
441,/home/admin/data/esmart_wip/20210630_055611_9798.jpg,20210630055611,9798,train
442,/home/admin/data/esmart_wip/20210630_055611_9804.jpg,20210630055611,9804,train
444,/home/admin/data/esmart_wip/20210630_083253_10089.jpg,20210630083253,10089,train
445,/home/admin/data/esmart_wip/20210630_083253_10095.jpg,20210630083253,10095,train
446,/home/admin/data/esmart_wip/20210630_083253_10404.jpg,20210630083253,10404,train
448,/home/admin/data/esmart_wip/20210630_083253_10506.jpg,20210630083253,10506,train
449,/home/admin/data/esmart_wip/20210630_083253_10521.jpg,20210630083253,10521,train
451,/home/admin/data/esmart_wip/20210630_083253_10551.jpg,20210630083253,10551,train
452,/home/admin/data/esmart_wip/20210630_083253_10569.jpg,20210630083253,10569,train
453,/home/admin/data/esmart_wip/20210630_083253_10581.jpg,20210630083253,10581,train
454,/home/admin/data/esmart_wip/20210630_083253_10587.jpg,20210630083253,10587,train
455,/home/admin/data/esmart_wip/20210630_083253_10593.jpg,20210630083253,10593,train
457,/home/admin/data/esmart_wip/20210630_083253_10761.jpg,20210630083253,10761,train
458,/home/admin/data/esmart_wip/20210630_083253_10767.jpg,20210630083253,10767,train
459,/home/admin/data/esmart_wip/20210630_083253_11049.jpg,20210630083253,11049,train
460,/home/admin/data/esmart_wip/20210630_083253_11655.jpg,20210630083253,11655,train
461,/home/admin/data/esmart_wip/20210630_083253_11661.jpg,20210630083253,11661,train
462,/home/admin/data/esmart_wip/20210630_083253_11892.jpg,20210630083253,11892,train
463,/home/admin/data/esmart_wip/20210630_083253_12111.jpg,20210630083253,12111,train
464,/home/admin/data/esmart_wip/20210630_083253_12690.jpg,20210630083253,12690,train
466,/home/admin/data/esmart_wip/20210630_083253_12906.jpg,20210630083253,12906,train
467,/home/admin/data/esmart_wip/20210630_083253_12936.jpg,20210630083253,12936,train
468,/home/admin/data/esmart_wip/20210630_083253_12966.jpg,20210630083253,12966,train
469,/home/admin/data/esmart_wip/20210630_083253_12996.jpg,20210630083253,12996,train
470,/home/admin/data/esmart_wip/20210630_083253_13011.jpg,20210630083253,13011,train
471,/home/admin/data/esmart_wip/20210630_083253_13017.jpg,20210630083253,13017,train
472,/home/admin/data/esmart_wip/20210630_083253_13206.jpg,20210630083253,13206,train
473,/home/admin/data/esmart_wip/20210630_083253_13296.jpg,20210630083253,13296,train
474,/home/admin/data/esmart_wip/20210630_083253_1389.jpg,20210630083253,1389,train
476,/home/admin/data/esmart_wip/20210630_083253_1410.jpg,20210630083253,1410,train
477,/home/admin/data/esmart_wip/20210630_083253_14142.jpg,20210630083253,14142,train
478,/home/admin/data/esmart_wip/20210630_083253_14688.jpg,20210630083253,14688,train
479,/home/admin/data/esmart_wip/20210630_083253_14922.jpg,20210630083253,14922,train
481,/home/admin/data/esmart_wip/20210630_083253_15684.jpg,20210630083253,15684,train
482,/home/admin/data/esmart_wip/20210630_083253_15924.jpg,20210630083253,15924,train
484,/home/admin/data/esmart_wip/20210630_083253_17295.jpg,20210630083253,17295,train
485,/home/admin/data/esmart_wip/20210630_083253_17316.jpg,20210630083253,17316,train
486,/home/admin/data/esmart_wip/20210630_083253_17418.jpg,20210630083253,17418,train
487,/home/admin/data/esmart_wip/20210630_083253_17502.jpg,20210630083253,17502,train
488,/home/admin/data/esmart_wip/20210630_083253_17628.jpg,20210630083253,17628,train
489,/home/admin/data/esmart_wip/20210630_083253_17937.jpg,20210630083253,17937,train
490,/home/admin/data/esmart_wip/20210630_083253_17943.jpg,20210630083253,17943,train
491,/home/admin/data/esmart_wip/20210630_083253_18012.jpg,20210630083253,18012,train
492,/home/admin/data/esmart_wip/20210630_083253_1848.jpg,20210630083253,1848,train
494,/home/admin/data/esmart_wip/20210630_083253_20784.jpg,20210630083253,20784,train
496,/home/admin/data/esmart_wip/20210630_083253_21813.jpg,20210630083253,21813,train
497,/home/admin/data/esmart_wip/20210630_083253_21876.jpg,20210630083253,21876,train
498,/home/admin/data/esmart_wip/20210630_083253_22029.jpg,20210630083253,22029,train
500,/home/admin/data/esmart_wip/20210630_083253_2256.jpg,20210630083253,2256,train
501,/home/admin/data/esmart_wip/20210630_083253_22569.jpg,20210630083253,22569,train
502,/home/admin/data/esmart_wip/20210630_083253_22581.jpg,20210630083253,22581,train
504,/home/admin/data/esmart_wip/20210630_083253_23124.jpg,20210630083253,23124,train
505,/home/admin/data/esmart_wip/20210630_083253_24102.jpg,20210630083253,24102,train
506,/home/admin/data/esmart_wip/20210630_083253_24210.jpg,20210630083253,24210,train
507,/home/admin/data/esmart_wip/20210630_083253_24225.jpg,20210630083253,24225,train
508,/home/admin/data/esmart_wip/20210630_083253_24240.jpg,20210630083253,24240,train
509,/home/admin/data/esmart_wip/20210630_083253_24255.jpg,20210630083253,24255,train
510,/home/admin/data/esmart_wip/20210630_083253_24270.jpg,20210630083253,24270,train
511,/home/admin/data/esmart_wip/20210630_083253_24384.jpg,20210630083253,24384,train
512,/home/admin/data/esmart_wip/20210630_083253_24648.jpg,20210630083253,24648,train
513,/home/admin/data/esmart_wip/20210630_083253_2469.jpg,20210630083253,2469,train
514,/home/admin/data/esmart_wip/20210630_083253_2475.jpg,20210630083253,2475,train
515,/home/admin/data/esmart_wip/20210630_083253_25188.jpg,20210630083253,25188,train
516,/home/admin/data/esmart_wip/20210630_083253_25284.jpg,20210630083253,25284,train
517,/home/admin/data/esmart_wip/20210630_083253_25440.jpg,20210630083253,25440,train
519,/home/admin/data/esmart_wip/20210630_083253_25596.jpg,20210630083253,25596,train
520,/home/admin/data/esmart_wip/20210630_083253_25806.jpg,20210630083253,25806,train
521,/home/admin/data/esmart_wip/20210630_083253_25812.jpg,20210630083253,25812,train
523,/home/admin/data/esmart_wip/20210630_083253_25836.jpg,20210630083253,25836,train
524,/home/admin/data/esmart_wip/20210630_083253_25860.jpg,20210630083253,25860,train
525,/home/admin/data/esmart_wip/20210630_083253_26088.jpg,20210630083253,26088,train
526,/home/admin/data/esmart_wip/20210630_083253_261.jpg,20210630083253,261,train
527,/home/admin/data/esmart_wip/20210630_083253_26103.jpg,20210630083253,26103,train
529,/home/admin/data/esmart_wip/20210630_083253_26442.jpg,20210630083253,26442,train
530,/home/admin/data/esmart_wip/20210630_083253_27174.jpg,20210630083253,27174,train
531,/home/admin/data/esmart_wip/20210630_083253_27474.jpg,20210630083253,27474,train
532,/home/admin/data/esmart_wip/20210630_083253_27498.jpg,20210630083253,27498,train
534,/home/admin/data/esmart_wip/20210630_083253_27582.jpg,20210630083253,27582,train
535,/home/admin/data/esmart_wip/20210630_083253_27654.jpg,20210630083253,27654,train
536,/home/admin/data/esmart_wip/20210630_083253_27762.jpg,20210630083253,27762,train
537,/home/admin/data/esmart_wip/20210630_083253_27888.jpg,20210630083253,27888,train
538,/home/admin/data/esmart_wip/20210630_083253_27978.jpg,20210630083253,27978,train
539,/home/admin/data/esmart_wip/20210630_083253_28068.jpg,20210630083253,28068,train
540,/home/admin/data/esmart_wip/20210630_083253_28266.jpg,20210630083253,28266,train
542,/home/admin/data/esmart_wip/20210630_083253_28503.jpg,20210630083253,28503,train
543,/home/admin/data/esmart_wip/20210630_083253_28506.jpg,20210630083253,28506,train
544,/home/admin/data/esmart_wip/20210630_083253_28518.jpg,20210630083253,28518,train
546,/home/admin/data/esmart_wip/20210630_083253_28548.jpg,20210630083253,28548,train
547,/home/admin/data/esmart_wip/20210630_083253_28563.jpg,20210630083253,28563,train
548,/home/admin/data/esmart_wip/20210630_083253_28710.jpg,20210630083253,28710,train
549,/home/admin/data/esmart_wip/20210630_083253_28812.jpg,20210630083253,28812,train
550,/home/admin/data/esmart_wip/20210630_083253_2883.jpg,20210630083253,2883,train
551,/home/admin/data/esmart_wip/20210630_083253_28902.jpg,20210630083253,28902,train
552,/home/admin/data/esmart_wip/20210630_083253_28920.jpg,20210630083253,28920,train
554,/home/admin/data/esmart_wip/20210630_083253_28956.jpg,20210630083253,28956,train
555,/home/admin/data/esmart_wip/20210630_083253_29199.jpg,20210630083253,29199,train
556,/home/admin/data/esmart_wip/20210630_083253_29214.jpg,20210630083253,29214,train
557,/home/admin/data/esmart_wip/20210630_083253_29229.jpg,20210630083253,29229,train
558,/home/admin/data/esmart_wip/20210630_083253_29244.jpg,20210630083253,29244,train
559,/home/admin/data/esmart_wip/20210630_083253_29259.jpg,20210630083253,29259,train
560,/home/admin/data/esmart_wip/20210630_083253_29280.jpg,20210630083253,29280,train
561,/home/admin/data/esmart_wip/20210630_083253_29364.jpg,20210630083253,29364,train
563,/home/admin/data/esmart_wip/20210630_083253_29676.jpg,20210630083253,29676,train
564,/home/admin/data/esmart_wip/20210630_083253_29796.jpg,20210630083253,29796,train
565,/home/admin/data/esmart_wip/20210630_083253_29811.jpg,20210630083253,29811,train
566,/home/admin/data/esmart_wip/20210630_083253_29850.jpg,20210630083253,29850,train
567,/home/admin/data/esmart_wip/20210630_083253_30030.jpg,20210630083253,30030,train
568,/home/admin/data/esmart_wip/20210630_083253_30048.jpg,20210630083253,30048,train
569,/home/admin/data/esmart_wip/20210630_083253_30096.jpg,20210630083253,30096,train
570,/home/admin/data/esmart_wip/20210630_083253_30174.jpg,20210630083253,30174,train
571,/home/admin/data/esmart_wip/20210630_083253_30264.jpg,20210630083253,30264,train
572,/home/admin/data/esmart_wip/20210630_083253_30828.jpg,20210630083253,30828,train
573,/home/admin/data/esmart_wip/20210630_083253_31440.jpg,20210630083253,31440,train
574,/home/admin/data/esmart_wip/20210630_083253_31449.jpg,20210630083253,31449,train
575,/home/admin/data/esmart_wip/20210630_083253_31455.jpg,20210630083253,31455,train
576,/home/admin/data/esmart_wip/20210630_083253_31458.jpg,20210630083253,31458,train
577,/home/admin/data/esmart_wip/20210630_083253_31461.jpg,20210630083253,31461,train
578,/home/admin/data/esmart_wip/20210630_083253_31467.jpg,20210630083253,31467,train
581,/home/admin/data/esmart_wip/20210630_083253_32004.jpg,20210630083253,32004,train
582,/home/admin/data/esmart_wip/20210630_083253_32982.jpg,20210630083253,32982,train
583,/home/admin/data/esmart_wip/20210630_083253_3333.jpg,20210630083253,3333,train
586,/home/admin/data/esmart_wip/20210630_083253_35244.jpg,20210630083253,35244,train
587,/home/admin/data/esmart_wip/20210630_083253_35259.jpg,20210630083253,35259,train
588,/home/admin/data/esmart_wip/20210630_083253_35274.jpg,20210630083253,35274,train
591,/home/admin/data/esmart_wip/20210630_083253_35766.jpg,20210630083253,35766,train
592,/home/admin/data/esmart_wip/20210630_083253_35820.jpg,20210630083253,35820,train
595,/home/admin/data/esmart_wip/20210630_083253_36114.jpg,20210630083253,36114,train
596,/home/admin/data/esmart_wip/20210630_083253_36120.jpg,20210630083253,36120,train
597,/home/admin/data/esmart_wip/20210630_083253_36222.jpg,20210630083253,36222,train
598,/home/admin/data/esmart_wip/20210630_083253_36366.jpg,20210630083253,36366,train
599,/home/admin/data/esmart_wip/20210630_083253_36396.jpg,20210630083253,36396,train
600,/home/admin/data/esmart_wip/20210630_083253_36411.jpg,20210630083253,36411,train
601,/home/admin/data/esmart_wip/20210630_083253_36426.jpg,20210630083253,36426,train
602,/home/admin/data/esmart_wip/20210630_083253_36441.jpg,20210630083253,36441,train
603,/home/admin/data/esmart_wip/20210630_083253_36486.jpg,20210630083253,36486,train
604,/home/admin/data/esmart_wip/20210630_083253_36678.jpg,20210630083253,36678,train
605,/home/admin/data/esmart_wip/20210630_083253_36786.jpg,20210630083253,36786,train
606,/home/admin/data/esmart_wip/20210630_083253_37434.jpg,20210630083253,37434,train
607,/home/admin/data/esmart_wip/20210630_083253_37614.jpg,20210630083253,37614,train
608,/home/admin/data/esmart_wip/20210630_083253_37704.jpg,20210630083253,37704,train
609,/home/admin/data/esmart_wip/20210630_083253_37797.jpg,20210630083253,37797,train
611,/home/admin/data/esmart_wip/20210630_083253_37815.jpg,20210630083253,37815,train
612,/home/admin/data/esmart_wip/20210630_083253_37821.jpg,20210630083253,37821,train
614,/home/admin/data/esmart_wip/20210630_083253_38100.jpg,20210630083253,38100,train
615,/home/admin/data/esmart_wip/20210630_083253_38115.jpg,20210630083253,38115,train
616,/home/admin/data/esmart_wip/20210630_083253_38121.jpg,20210630083253,38121,train
619,/home/admin/data/esmart_wip/20210630_083253_38547.jpg,20210630083253,38547,train
620,/home/admin/data/esmart_wip/20210630_083253_38622.jpg,20210630083253,38622,train
621,/home/admin/data/esmart_wip/20210630_083253_38637.jpg,20210630083253,38637,train
622,/home/admin/data/esmart_wip/20210630_083253_40461.jpg,20210630083253,40461,train
624,/home/admin/data/esmart_wip/20210630_083253_40749.jpg,20210630083253,40749,train
625,/home/admin/data/esmart_wip/20210630_083253_40755.jpg,20210630083253,40755,train
626,/home/admin/data/esmart_wip/20210630_083253_41142.jpg,20210630083253,41142,train
627,/home/admin/data/esmart_wip/20210630_083253_41217.jpg,20210630083253,41217,train
628,/home/admin/data/esmart_wip/20210630_083253_41235.jpg,20210630083253,41235,train
629,/home/admin/data/esmart_wip/20210630_083253_41241.jpg,20210630083253,41241,train
630,/home/admin/data/esmart_wip/20210630_083253_41649.jpg,20210630083253,41649,train
632,/home/admin/data/esmart_wip/20210630_083253_41892.jpg,20210630083253,41892,train
633,/home/admin/data/esmart_wip/20210630_083253_43833.jpg,20210630083253,43833,train
634,/home/admin/data/esmart_wip/20210630_083253_44061.jpg,20210630083253,44061,train
635,/home/admin/data/esmart_wip/20210630_083253_44121.jpg,20210630083253,44121,train
636,/home/admin/data/esmart_wip/20210630_083253_44127.jpg,20210630083253,44127,train
637,/home/admin/data/esmart_wip/20210630_083253_44133.jpg,20210630083253,44133,train
638,/home/admin/data/esmart_wip/20210630_083253_44268.jpg,20210630083253,44268,train
639,/home/admin/data/esmart_wip/20210630_083253_4527.jpg,20210630083253,4527,train
640,/home/admin/data/esmart_wip/20210630_083253_4563.jpg,20210630083253,4563,train
641,/home/admin/data/esmart_wip/20210630_083253_4569.jpg,20210630083253,4569,train
642,/home/admin/data/esmart_wip/20210630_083253_4575.jpg,20210630083253,4575,train
644,/home/admin/data/esmart_wip/20210630_083253_4587.jpg,20210630083253,4587,train
645,/home/admin/data/esmart_wip/20210630_083253_47382.jpg,20210630083253,47382,train
646,/home/admin/data/esmart_wip/20210630_083253_47388.jpg,20210630083253,47388,train
647,/home/admin/data/esmart_wip/20210630_083253_47403.jpg,20210630083253,47403,train
648,/home/admin/data/esmart_wip/20210630_083253_47418.jpg,20210630083253,47418,train
649,/home/admin/data/esmart_wip/20210630_083253_47424.jpg,20210630083253,47424,train
650,/home/admin/data/esmart_wip/20210630_083253_47430.jpg,20210630083253,47430,train
651,/home/admin/data/esmart_wip/20210630_083253_47568.jpg,20210630083253,47568,train
652,/home/admin/data/esmart_wip/20210630_083253_47586.jpg,20210630083253,47586,train
653,/home/admin/data/esmart_wip/20210630_083253_47742.jpg,20210630083253,47742,train
654,/home/admin/data/esmart_wip/20210630_083253_47748.jpg,20210630083253,47748,train
655,/home/admin/data/esmart_wip/20210630_083253_47754.jpg,20210630083253,47754,train
656,/home/admin/data/esmart_wip/20210630_083253_47886.jpg,20210630083253,47886,train
657,/home/admin/data/esmart_wip/20210630_083253_48060.jpg,20210630083253,48060,train
659,/home/admin/data/esmart_wip/20210630_083253_48192.jpg,20210630083253,48192,train
661,/home/admin/data/esmart_wip/20210630_083253_48249.jpg,20210630083253,48249,train
662,/home/admin/data/esmart_wip/20210630_083253_48255.jpg,20210630083253,48255,train
663,/home/admin/data/esmart_wip/20210630_083253_48261.jpg,20210630083253,48261,train
664,/home/admin/data/esmart_wip/20210630_083253_48306.jpg,20210630083253,48306,train
665,/home/admin/data/esmart_wip/20210630_083253_48534.jpg,20210630083253,48534,train
666,/home/admin/data/esmart_wip/20210630_083253_49506.jpg,20210630083253,49506,train
667,/home/admin/data/esmart_wip/20210630_083253_49623.jpg,20210630083253,49623,train
668,/home/admin/data/esmart_wip/20210630_083253_49677.jpg,20210630083253,49677,train
669,/home/admin/data/esmart_wip/20210630_083253_49683.jpg,20210630083253,49683,train
